job_in_feb,work_in_feb,bus_in_feb,work_days_feb,work_hours_feb,take_home_pay_feb,job_in_apr,work_in_apr,bus_in_apr,work_days_apr,work_hours_apr,take_home_pay_apr,last_monthly_pay_apr,return_to_work,main_form_work,usual_work
Yes,,,2.0,6.0,1800.0,No,No,No - I did nothing,0.0,0.0,,,Yes,Casual work,Craft and related trades workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,,,2700.0,Yes,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,5.0,6.0,350.0,,,,,,,,,,
Yes,,,5.0,8.0,14000.0,No,No,No - I'm employed,,,,14000.0,,Regular job,Professionals
"No, I'm retired",,,,,,,,,,,,,,,
No,Yes,,3.0,8.0,450.0,No,No,No - I did nothing,,,,,Yes,Regular job,Elementary occupations
Yes,,,5.0,8.0,2900.0,No,No,No - I did nothing,0.0,0.0,,0.0,Yes,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,10.0,2800.0,Yes,,,7.0,10.0,,3000.0,,Regular job,"Plant and machine operators, and assemblers"
Yes,,,5.0,8.0,,Yes,,,5.0,5.0,,,,Regular job,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,10.0,3200.0,No,No,No - I'm employed,,,,2000.0,,Regular job,Elementary occupations
No,No,No - I'm employed,0.0,0.0,0.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,2.0,3.0,70.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I'm employed,,,,,,,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,9.0,12000.0,No,No,No - I did nothing,,,,6000.0,Yes,Casual work,Craft and related trades workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,12.0,,Yes,,,4.0,12.0,,7000.0,,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,0.0,Yes,Casual work,Elementary occupations
Yes,,,5.0,8.0,4000.0,No,No,No - I did nothing,0.0,0.0,,3400.0,Yes,Regular job,Clerical support workers
Yes,,,7.0,8.0,6800.0,Yes,,,7.0,8.0,,6800.0,,Regular job,Service and sales workers
,,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,8.0,33000.0,Yes,,,4.0,8.0,,37000.0,,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,4200.0,Yes,,,5.0,8.0,,4200.0,,Regular job,"Plant and machine operators, and assemblers"
Yes,,,7.0,,2500.0,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,Yes,,5.0,,,,,Casual work,Service and sales workers
Yes,,,2.0,,3000.0,No,No,No - I did nothing,0.0,0.0,,,Yes,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,2.0,8.0,400.0,Yes,,,0.0,0.0,,400.0,,Casual work,Clerical support workers
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,,Yes,,,5.0,8.0,,,,Regular job,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,9.0,2500.0,No,No,No - I did nothing,,,,,No,,
,Yes,,5.0,5.0,500.0,Yes,,,,,1000.0,,,Self-employed,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,12.0,4000.0,Yes,,,5.0,12.0,,,,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,6.0,3.0,,Yes,,,7.0,12.0,,,,Casual work,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,9000.0,Yes,Regular job,Clerical support workers
Yes,,,5.0,8.0,,Yes,,,5.0,8.0,,,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,17900.0,No,No,No - I did nothing,0.0,0.0,,40200.0,Yes,Regular job,Professionals
No,No,Yes,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,,Yes,Casual work,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,,No,No,No - I did nothing,,,,,,,
Yes,,,6.0,12.0,4000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,8.0,400.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,8.0,,Yes,,,3.0,8.0,,,,Regular job,Elementary occupations
Yes,,,5.0,8.0,14000.0,Yes,,,5.0,8.0,,14000.0,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,5000.0,Yes,Casual work,Professionals
"No, I'm retired",,,,,,,,,,,,,,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,8.0,8500.0,No,No,No - I did nothing,0.0,0.0,,8500.0,Yes,Regular job,Craft and related trades workers
No,Yes,,5.0,10.0,1200.0,No,No,No - I did nothing,4.0,,,,Yes,Casual work,Elementary occupations
Yes,,,6.0,8.0,6000.0,No,No,No - I'm employed,,,,6000.0,,Regular job,Managers
Yes,,,6.0,8.0,3500.0,No,No,No - I did nothing,0.0,0.0,,0.0,Yes,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,,No - I did nothing,,,,No,,No - I did nothing,,,,,Yes,Self-employed,
Yes,,,5.0,7.0,1700.0,No,No,No - I did nothing,,,500.0,,Yes,I run a business,
No,No,Yes,1.0,6.0,600.0,No,No,No - I did nothing,,,,,Yes,Self-employed,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,6.0,7.0,2000.0,Yes,,,,,4000.0,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,0.0,Yes,Casual work,Technicians and associate professionals
Yes,,,5.0,10.0,,Yes,,,5.0,10.0,,3300.0,,Regular job,Craft and related trades workers
No,Yes,,5.0,11.0,2500.0,Yes,,,5.0,10.0,,,,Casual work,Craft and related trades workers
No,No,Yes,5.0,2.0,150.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,0.0,0.0,430.0,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,2.0,5.0,300.0,No,Yes,,,,,,,Self-employed,
No,No,No - I'm employed,,,,No,No,No - I'm employed,,,,,,,Elementary occupations
Yes,,,5.0,8.0,3500.0,No,No,No - I did nothing,,,,3500.0,Yes,Casual work,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,6.0,3400.0,Yes,,,5.0,6.0,,3400.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I'm employed,,,,,,,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,,,3500.0,Yes,,,,,,3500.0,,Regular job,Elementary occupations
Yes,,,7.0,8.0,3200.0,Yes,,,7.0,8.0,,2300.0,,Regular job,Elementary occupations
Yes,,,4.0,8.0,13900.0,Yes,,,3.0,8.0,,7000.0,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,Yes,,,5.0,6.0,,,,Casual work,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,0.0,,,No,Yes,,0.0,9.0,,4000.0,,Regular job,Craft and related trades workers
No,Yes,,5.0,,8000.0,No,Yes,,,,,,,Casual work,Craft and related trades workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,2.0,800.0,No,No,Yes,,,800.0,,,I run a business,
Yes,,,4.0,4.0,740.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,6.0,8.0,4000.0,Yes,,,6.0,8.0,,4000.0,,Regular job,Elementary occupations
Yes,,,6.0,8.0,3900.0,No,No,No - I did nothing,0.0,0.0,,,Yes,Regular job,Service and sales workers
No,Yes,,2.0,2.0,2000.0,No,Yes,,,,,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,,,
Yes,,,6.0,8.0,3000.0,No,No,No - I did nothing,,,,,Yes,Regular job,Service and sales workers
Yes,,,5.0,5.0,1600.0,Yes,,,5.0,5.0,,800.0,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,1.0,6.0,600.0,No,No,No - I did nothing,0.0,0.0,,0.0,Yes,Regular job,Craft and related trades workers
No,No,Yes,5.0,3.0,98.0,No,Yes,,5.0,8.0,,,,Regular job,Service and sales workers
"No, I'm retired",,,,,,,,,,,,,,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,7.0,16000.0,No,No,No - I did nothing,0.0,0.0,,16000.0,Yes,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,14000.0,No,No,No - I did nothing,0.0,0.0,,14000.0,Yes,Regular job,Professionals
Yes,,,3.0,12.0,8000.0,Yes,,,,,,400.0,,Regular job,
Yes,,,5.0,8.0,4200.0,Yes,,,5.0,8.0,,,,Casual work,Craft and related trades workers
Yes,,,5.0,6.0,2131.0,No,No,No - I'm employed,,,,2131.0,,Regular job,Professionals
Yes,,,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,1.0,6.0,600.0,No,No,Yes,,,,,,Self-employed,
No,No,Yes,7.0,12.0,,No,No,Yes,,,,,,Self-employed,
Yes,,,2.0,6.0,1600.0,Yes,,,2.0,6.0,,1600.0,,Regular job,Elementary occupations
Yes,,,6.0,12.0,4700.0,Yes,,,6.0,12.0,,4700.0,,Regular job,Service and sales workers
Yes,,,6.0,11.0,1800.0,Yes,,,,,8500.0,,,Self-employed,
No,No,Yes,2.0,7.0,700.0,No,No,No - I did nothing,,,,,Yes,Self-employed,
Yes,,,,,,No,No,No - I did nothing,,,,,Yes,Regular job,Elementary occupations
Yes,,,4.0,12.0,,Yes,,,2.0,12.0,,2100.0,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,8.0,0.0,No,No,No - I did nothing,0.0,0.0,,0.0,Yes,Regular job,Clerical support workers
Yes,,,6.0,8.0,,Yes,,,6.0,8.0,,,,Regular job,"Plant and machine operators, and assemblers"
Yes,,,5.0,8.0,5000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,4.0,8.0,,,Yes,Regular job,Managers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,8.0,4000.0,Yes,,,7.0,8.0,,,,Casual work,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,9.0,4000.0,No,No,No - I did nothing,0.0,0.0,,3500.0,Yes,Regular job,Service and sales workers
Yes,,,5.0,8.0,13000.0,No,Yes,,,,,13000.0,,Regular job,"Plant and machine operators, and assemblers"
No,No,Yes,5.0,7.0,1272.0,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,3.0,6.0,2000.0,Yes,,,3.0,6.0,,2000.0,,Casual work,Elementary occupations
Yes,,,5.0,10.0,15500.0,Yes,,,5.0,8.0,,15500.0,,Casual work,Craft and related trades workers
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,8.0,,No,No,No - I did nothing,0.0,0.0,,,Yes,Regular job,Craft and related trades workers
No,Yes,,,,,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,5.0,2000.0,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,7.0,2000.0,Yes,,,7.0,7.0,,1500.0,,Regular job,Elementary occupations
Yes,,,5.0,8.0,5500.0,Yes,,,5.0,6.0,,5500.0,,Regular job,Clerical support workers
Yes,,,5.0,8.0,16000.0,Yes,,,5.0,8.0,,16000.0,,Regular job,Professionals
No,No,Yes,,,1800.0,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,7.0,3600.0,No,No,No - I'm employed,,,,,,Casual work,Elementary occupations
Yes,,,5.0,8.0,1700.0,Yes,,,4.0,8.0,,,,Casual work,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,12.0,9400.0,Yes,,,7.0,12.0,,9500.0,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,4.0,6.0,,No,No,No - I did nothing,,,,,Yes,Self-employed,
Yes,,,7.0,8.0,4000.0,No,No,No - I'm employed,,,,,,Self-employed,
No,No,Yes,7.0,8.0,,No,No,No - I did nothing,,,,,Yes,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,2.0,7.0,780.0,No,No,Yes,3.0,4.0,,800.0,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,7.0,3500.0,Yes,,,,,,7800.0,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,8.0,8000.0,Yes,,,6.0,8.0,,8000.0,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,5.0,1.0,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,0.0,,,Yes,,,,,5000.0,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,1500.0,No,No,No - I did nothing,0.0,0.0,,0.0,Yes,Casual work,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I'm employed,,,,,,,Elementary occupations
No,No,Yes,,,,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,9.0,,No,No,No - I did nothing,0.0,0.0,,,Yes,Regular job,Clerical support workers
No,No,No - I'm employed,0.0,0.0,3000.0,No,No,No - I'm employed,0.0,,,,,,Not Employed
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,1300.0,No,No,No - I'm employed,,,,13000.0,,Regular job,Professionals
Yes,,,5.0,6.0,18000.0,No,No,No - I did nothing,0.0,0.0,,18000.0,Yes,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,7200.0,No,No,No - I did nothing,0.0,0.0,,7200.0,Yes,Regular job,Clerical support workers
Yes,,,5.0,8.0,3800.0,Yes,,,5.0,8.0,,5200.0,,Regular job,Elementary occupations
Yes,,,4.0,8.0,2000.0,Yes,,,4.0,8.0,,,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
,,No - I'm employed,0.0,0.0,0.0,No,No,No - I'm employed,0.0,0.0,,,,Regular job,Not Employed
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,5.0,9.0,2000.0,Yes,,,5.0,8.0,,1500.0,,Regular job,Elementary occupations
Yes,,,2.0,8.0,700.0,No,No,No - I'm employed,0.0,0.0,,700.0,,Regular job,Elementary occupations
Yes,,,5.0,8.0,9500.0,No,No,No - I'm employed,,,,0.0,,Regular job,Professionals
Yes,,,5.0,8.0,3000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I'm employed,,,,,,Regular job,Technicians and associate professionals
"No, I'm retired",,,,,,,,,,,,,,,
No,Yes,,3.0,5.0,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,7.0,12.0,600.0,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,8.0,3000.0,No,No,No - I did nothing,,,,3000.0,Yes,Regular job,Managers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,5800.0,No,No,No - I did nothing,0.0,0.0,,5822.0,Yes,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,,Yes,Regular job,Elementary occupations
Yes,,,5.0,10.0,4200.0,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
"No, I'm retired",,,,,,,,,,,,,,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,Yes,Regular job,Elementary occupations
Yes,,,6.0,8.0,6000.0,Yes,,,0.0,0.0,,2900.0,,Casual work,"Plant and machine operators, and assemblers"
Yes,,,5.0,8.0,25000.0,Yes,,,1.0,2.0,,25000.0,,Regular job,Professionals
Yes,,,5.0,8.0,,No,No,Yes,5.0,8.0,,,,Regular job,Professionals
Yes,,,6.0,8.0,13500.0,Yes,,,7.0,8.0,,13500.0,,Regular job,Professionals
Yes,,,7.0,8.0,,Yes,,,7.0,8.0,,,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,13000.0,Yes,,,5.0,8.0,,13000.0,,Regular job,Technicians and associate professionals
Yes,,,5.0,8.0,,Yes,,,5.0,8.0,,,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,Yes,3.0,8.0,300.0,No,Yes,,,,300.0,,,Self-employed,
Yes,,,5.0,,1500.0,No,Yes,,,,,,,Casual work,Craft and related trades workers
Yes,,,5.0,8.0,4200.0,No,No,No - I did nothing,0.0,0.0,,4200.0,Yes,Regular job,Elementary occupations
Yes,,,5.0,8.0,1500.0,No,No,Yes,0.0,0.0,,0.0,,Regular job,Craft and related trades workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,,Yes,,,3.0,9.0,,,,Regular job,Elementary occupations
Yes,,,5.0,,1881.0,No,No,No - I'm employed,5.0,,,1881.0,,Casual work,Elementary occupations
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,8.0,,No,No,No - I did nothing,0.0,0.0,,,Yes,Regular job,Clerical support workers
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,6.0,8.0,3900.0,Yes,,,6.0,8.0,,,,Regular job,"Plant and machine operators, and assemblers"
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,4.0,2.0,780.0,No,No,No - I'm employed,,,,780.0,,Regular job,Technicians and associate professionals
Yes,,,5.0,10.0,15000.0,Yes,,,,,,,,Self-employed,
Yes,,,7.0,10.0,2100.0,Yes,,,5.0,10.0,,,,Regular job,Craft and related trades workers
Yes,,,5.0,6.0,1300.0,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,12.0,,Yes,,,3.0,12.0,,4000.0,,Casual work,Service and sales workers
Yes,,,5.0,8.0,,No,No,Yes,,,,,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,4000.0,No,No,No - I'm employed,,,,4000.0,,Regular job,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,1500.0,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,Yes,Regular job,"Plant and machine operators, and assemblers"
No,No,Yes,5.0,9.0,,No,No,No - I did nothing,,,,,Yes,Regular job,Professionals
Yes,,,7.0,7.0,2400.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,11.0,27000.0,Yes,,,5.0,11.0,,27000.0,,Casual work,Technicians and associate professionals
Yes,,,5.0,8.0,36000.0,Yes,,,5.0,8.0,,36000.0,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,,,
Yes,,,4.0,12.0,12000.0,Yes,,,4.0,12.0,,2000.0,,Regular job,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,1271.0,No,No,No - I'm employed,,,,1271.0,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,2500.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,7.0,5000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,3000.0,Yes,,,5.0,8.0,,3000.0,,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,12.0,4500.0,No,No,No - I did nothing,0.0,0.0,,0.0,Yes,Casual work,Craft and related trades workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,5800.0,Yes,,,5.0,8.0,,6300.0,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,Yes,,,,,,,Self-employed,
Yes,,,,,0.0,No,No,No - I did nothing,,,,,,,
No,Yes,,3.0,,,No,No,No - I did nothing,,,,,Yes,Casual work,Elementary occupations
Yes,,,5.0,6.0,3500.0,No,No,No - I did nothing,0.0,,,0.0,Yes,Regular job,Elementary occupations
No,Yes,,5.0,8.0,1800.0,No,No,No - I did nothing,,,,,No,,
No,No,Yes,5.0,2.0,500.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,21000.0,No,No,No - I did nothing,,,,21000.0,Yes,Regular job,Professionals
Yes,,,5.0,8.0,,No,No,No - I'm employed,,,,,,Regular job,Professionals
Yes,,,5.0,8.0,21000.0,Yes,,,1.0,2.0,,22000.0,,Regular job,Managers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,0.0,0.0,0.0,No,No,No - I did nothing,,,,3800.0,Yes,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,2500.0,Yes,Regular job,Elementary occupations
Yes,,,5.0,8.0,1500.0,Yes,,,2.0,8.0,,1500.0,,Regular job,Elementary occupations
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,6.0,6.0,2592.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,20000.0,Yes,,,5.0,8.0,,,,Regular job,"Plant and machine operators, and assemblers"
No,Yes,,7.0,,3700.0,No,No,No - I did nothing,,,,,Yes,Self-employed,
No,No,No - I did nothing,,,,Yes,,,,,4000.0,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,9.0,5000.0,No,No,No - I'm employed,0.0,0.0,,2200.0,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,10.0,1500.0,No,No,No - I did nothing,,,,0.0,Yes,Regular job,Managers
